id,date,time,country,nearest_places,hazard_type,landslide_type,trigger,storm_name,fatalities,injuries,source_name,source_link,location_description,location_accuracy,landslide_size,photos_link,cat_src,cat_id,countryname,near,distance,adminname1,adminname2,population,countrycode,continentcode,key,version,tstamp,changeset_id,latitude,longitude,geolocation
5000,06/30/2013,17:50:00,Australia,"Harris Park Train Station, Sydney",landslide,Landslide,Rain,,0,,www.blacktownsun.com.au,http://www.blacktownsun.com.au/story/1607890/landslide-at-harris-park-train-station-following-week-of-rain/?cs=1431,,Known_within_1_km,Small,,glc,5000,Australia,Paramatta,0.72387,New South Wales,Parramatta,18448,AU,OC,DJcU8KKc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,-33.823399999999999,151.00749999999999,"(-33.823399999999999, 151.00749999999999)"
5001,06/30/2013,dawn,Bangladesh,"Saikatpara Hill Area, Cox'S Bazar Municipality",landslide,Mudslide,Downpour,,1,1,www.thedailystar.net,http://www.thedailystar.net/beta2/news/child-killed-in-mudslide-in-coxs-bazar/,,Known_within_1_km,Medium,,glc,5001,Bangladesh,Bāndarban,36.367150000000002,Chittagong,,32523,BD,AS,SGDfD3mQQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,21.9907,92.495099999999994,"(21.9907, 92.495099999999994)"
5002,06/30/2013,,Pakistan,"Near The Bridge Connecting Chakala Scheme-Iii And Gulistan Colony, Rawalpindi, Punjab",landslide,Landslide,Downpour,,0,,dawn.com,http://dawn.com/news/1021833/landslide-after-saturdays-rain-20-houses-on-the-verge-of-collapse-near-leh-nullah,,Known_within_1_km,Medium,,glc,5002,Pakistan,Rāwalpindi,2.96946,Punjab,,1743101,PK,AS,S9_v6fdKU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,33.579099999999997,73.086799999999997,"(33.579099999999997, 73.086799999999997)"
5003,07/01/2013,night,United States,"Highway 24 Near Manitou Springs (Mile Marker 296 To 298), Co",landslide,Mudslide,Downpour,,0,,denver.cbslocal.com,http://denver.cbslocal.com/2013/07/01/mudslide-causes-damage-in-waldo-canyon-burn-area/,,Known_within_5_km,Medium,,glc,5003,United States,Manitou Springs,0.4097,Colorado,El Paso County,4992,US,NA,hGXZ6GdQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,38.863399999999999,-104.917,"(38.863399999999999, -104.917)"
5004,07/01/2013,night,United States,"Columbia Pkwy And River Road Between Kemper Lane And William Howard Taft, Cincinnati, Oh",landslide,Mudslide,Downpour,,0,,www.wlwt.com,http://www.wlwt.com/news/local-news/cincinnati/columbia-parkway-closed-due-to-mudslide/-/13549970/20797646/-/xnprkq/-/index.html,,Known_within_5_km,Small,,glc,5004,United States,Dayton,1.11204,Kentucky,Campbell County,5338,US,NA,D9LDNSFc4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,39.122599999999998,-84.4756,"(39.122599999999998, -84.4756)"
5005,07/01/2013,,India,"Walo Ward, Mon Town, Wokha District, Nagaland",landslide,Landslide,Downpour,,0,,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MDQ4MQ%3D%3D-gEvw8J4DIOI%3D,,Known_within_5_km,Medium,,glc,5005,India,Mon,3.41152,Nāgāland,,18742,IN,AS,DJWo0FKc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,26.72,95.028999999999996,"(26.72, 95.028999999999996)"
5006,07/01/2013,,India,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",landslide,Landslide,Downpour,,0,,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MDQ4MQ%3D%3D-gEvw8J4DIOI%3D,,Known_within_1_km,Medium,,glc,5006,India,Wokha,12.973039999999999,Nāgāland,,54010,IN,AS,SJ7_0gKQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,26.114699999999999,94.386399999999995,"(26.114699999999999, 94.386399999999995)"
5007,07/01/2013,,New Zealand,"Summit Road Between Dyers Pass Road And Mt. Pleasant Road, Christchurch",landslide,Rockfall,Unknown,,0,,livenews.co.nz,http://livenews.co.nz/2013/09/02/july-2013-landslides/,,Known_within_5_km,Small,,glc,5007,New Zealand,Christchurch,7.72912,Canterbury,Christchurch City,363926,NZ,OC,SGa4lcQQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,-43.589700000000001,172.68940000000001,"(-43.589700000000001, 172.68940000000001)"
5008,07/01/2013,,United States,"Dark Ridge Road, Sylva, Nc",landslide,Landslide,Downpour,,0,,www.thesylvaherald.com,http://www.thesylvaherald.com/top_stories/article_553279aa-e57b-11e2-a65b-001a4bcf6878.html,,Known_within_5_km,Small,,glc,5008,United States,Hazelwood,11.16865,North Carolina,Haywood County,1655,US,NA,hGO68sFcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.413400000000003,-83.106800000000007,"(35.413400000000003, -83.106800000000007)"
5009,07/01/2013,,United States,"Herron Branch Road, Whittier, Nc",landslide,Landslide,Downpour,,0,,www.thesylvaherald.com,http://www.thesylvaherald.com/top_stories/article_553279aa-e57b-11e2-a65b-001a4bcf6878.html,,Known_within_10_km,Medium,,glc,5009,United States,Sylva,4.59472,North Carolina,Jackson County,2588,US,NA,hJlskDgK7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.405900000000003,-83.257800000000003,"(35.405900000000003, -83.257800000000003)"
5010,07/01/2013,,United States,"University Blvd., Moon Township West Of Pittsburgh, Pa",landslide,Landslide,Downpour,,0,,www.usatoday.com,http://www.usatoday.com/story/weather/2013/07/01/heavy-rainfall-causes-flooding-around-pennsylvania/2479883/,,Known_within_5_km,Small,,glc,5010,United States,Carnot-Moon,1.51482,Pennsylvania,Allegheny County,11372,US,NA,S58pADdc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,40.528700000000001,-80.205399999999997,"(40.528700000000001, -80.205399999999997)"
5011,07/02/2013,8:00:00,China,"Xinxin Coal Mine, Mohong Township, Fuyuan County, Qujing",landslide,Landslide,Downpour,,6,4,usa.chinadaily.com.cn,http://usa.chinadaily.com.cn/china/2013-07/02/content_16708100.htm,,Known_within_5_km,Medium,,glc,5011,China,Zhong’an,33.203580000000002,Yunnan,,0,CN,AS,D5LFScQBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,25.38,104.1369,"(25.38, 104.1369)"
5012,07/02/2013,16:30:00,United States,"I-80 Interstate West Of The State Line, Ca",landslide,Mudslide,Downpour,,0,,www.sacbee.com,http://www.sacbee.com/2013/07/03/5541612/mudslide-closes-interstate-80.html,,Known_within_5_km,Medium,,glc,5012,United States,Verdi,10.50718,Nevada,Washoe County,1415,US,NA,S9_lL2qjmS,2,Wed Sep 10 2014 18:12:06 GMT+0000 (UTC),617783797,39.430199999999999,-120.03360000000001,"(39.430199999999999, -120.03360000000001)"
5013,07/02/2013,night,India,"Press Colony, Near Taradevi, Himachal Pradesh",landslide,Landslide,Downpour,,0,,zeenews.india.com,http://zeenews.india.com/news/himachal-pradesh/heavy-rains-trigger-landslides-damage-houses-in-hp_859795.html,,Known_within_5_km,Medium,,glc,5013,India,Jutogh,3.81344,Himachal Pradesh,,2467,IN,AS,hGlHDlKK4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.072199999999999,77.140199999999993,"(31.072199999999999, 77.140199999999993)"
5014,07/02/2013,,Indonesia,Bah In Central Aceh,landslide,Landslide,Earthquake,,4,,www.ctvnews.ca,http://www.ctvnews.ca/world/rescuers-recover-5-more-bodies-from-indonesia-quake-landslides-toll-at-35-dead-1.1354509,,Known_within_5_km,Medium,,glc,5014,Indonesia,Kute Panang,6.8532,Aceh,,0,ID,AS,h5AC0mccU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,4.6889,96.685500000000005,"(4.6889000000000003, 96.685500000000005)"
5015,07/02/2013,,Indonesia,Serempa Village In Central Aceh,landslide,Landslide,Earthquake,,1,,www.ctvnews.ca,http://www.ctvnews.ca/world/rescuers-recover-5-more-bodies-from-indonesia-quake-landslides-toll-at-35-dead-1.1354509,,Known_within_5_km,Medium,,glc,5015,Indonesia,Rusip,7.68819,Aceh,,0,ID,AS,S51i0FBQ4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,4.7062,96.667900000000003,"(4.7061999999999999, 96.667900000000003)"
5016,07/02/2013,,Indonesia,"Bener Meriah, Aceh",landslide,Landslide,Earthquake,,,,www.dailymail.co.uk,http://www.dailymail.co.uk/news/article-2356722/Indonesian-earthquake-kills-35-displaces-6-500-thousands-homes-destroyed-landslides.html,,Known_within_50_km,Large,,glc,5016,Indonesia,Simpang Tiga Redelong,14.724930000000001,Aceh,,0,ID,AS,sG5p-mcB4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,4.7735,96.996700000000004,"(4.7735000000000003, 96.996700000000004)"
5017,07/03/2013,2:00:00,India,"Anmod Ghat Road, Goa-Karnataka Border",landslide,Landslide,Downpour,,0,,www.ndtv.com,http://www.ndtv.com/article/cities/landslide-on-goa-karnataka-link-route-traffic-disrupted-387267,,Known_within_15_km,Medium,,glc,5017,India,Valpoy,19.209689999999998,,,8330,IN,AS,D9wEkfgQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,15.4123,74.266400000000004,"(15.4123, 74.266400000000004)"
5018,07/03/2013,night,United States,"6800 Block Of Bent Mountain Road, Roanoke County, Va",landslide,Landslide,Rain,,0,,www.wset.com,http://www.wset.com/story/22758486/update-multiple-landslides-shut-down-bent-mountain-rd,,Known_within_1_km,Medium,,glc,5018,United States,Cave Spring,5.42545,Virginia,Roanoke County,24922,US,NA,hGX53DgcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,37.1995,-80.062799999999996,"(37.1995, -80.062799999999996)"
5019,07/04/2013,21:00:00,United States,"Vance Gap Road, Chunns Cove, Asheville, Madison, Western Nc",landslide,Landslide,Flooding,,0,,www.citizen-times.com,http://www.citizen-times.com/article/20130705/NEWS01/307050021/?nclick_check=1,,Known_within_5_km,Medium,,glc,5019,United States,Asheville,2.03173,North Carolina,Buncombe County,83393,US,NA,S5pKrAkygs,2,Thu Sep 11 2014 14:33:44 GMT+0000 (UTC),4170275255,35.609200000000001,-82.534000000000006,"(35.609200000000001, -82.534000000000006)"
5020,07/04/2013,23:30:00,United States,"South Fork Road (Ave.), 30 Ft From Valley School, Cody, Wy",landslide,Mudslide,Rain,,0,,www.codyenterprise.com,http://www.codyenterprise.com/news/local/article_6ec28768-e41b-11e2-9049-001a4bcf887a.html,,Known_within_5_km,Medium,,glc,5020,United States,Cody,1.13439,Wyoming,Park County,9520,US,NA,hJ9jsJgKU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,44.5199,-109.0676,"(44.5199, -109.0676)"
5021,07/04/2013,early morning,Thailand,"Thai Mueang District, Phang Nga",landslide,Landslide,Downpour,,1,,thainews.prd.go.th,http://thainews.prd.go.th/centerweb/newsen/NewsDetail?NT01_NewsID=WNDAT5607050010001,,Known_within_25_km,Medium,,glc,5021,Thailand,Thai Mueang,12.111689999999999,Phangnga,,0,TH,AS,sJ9J5ccKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,8.5055,98.286799999999999,"(8.5054999999999996, 98.286799999999999)"
5022,07/04/2013,,India,"Pithoragarh Tehsil, Uttarakhand",landslide,Landslide,Downpour,,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442779_1_food-grains-villages-pithoragarh-district-headquarters,,Known_within_25_km,Medium,,glc,5022,India,Pithorāgarh,1.21856,Uttarakhand,,47571,IN,AS,h5Zk_ncB7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,29.58,80.221400000000003,"(29.58, 80.221400000000003)"
5023,07/04/2013,,India,"Munsari Tehsil, Uttarakhand",landslide,Landslide,Continuous_rain,,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442779_1_food-grains-villages-pithoragarh-district-headquarters,,Unknown,Medium,,glc,5023,India,Dhārchula,36.776670000000003,Uttarakhand,,7331,IN,AS,S9e8akcQ4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,30.071200000000001,80.238600000000005,"(30.071200000000001, 80.238600000000005)"
5024,07/04/2013,,India,"Gunji, Uttarakhand",landslide,Landslide,Continuous_rain,,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442779_1_food-grains-villages-pithoragarh-district-headquarters,,Known_within_50_km,Medium,,test,5024,India,Burang,33.498719999999999,Uttarakhand,obe,5026,IN,AS,hGKduNkAgs,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,30.171900000000001,80.857600000000005,"(30.171900000000001, 80.857600000000005)"
5025,07/04/2013,,United States,"145 Black Oak Drive, Asheville, Nc",landslide,Landslide,Continuous_rain,,0,,www.blackmountainnews.com,http://www.blackmountainnews.com/article/20131209/NEWS/312090018/County-removes-collapsing-home-neighbors-want-more-work,,Known_within_1_km,Small,,glc,5025,United States,Woodfin,5.02716,North Carolina,Buncombe County,6123,US,NA,hG7anDmQ4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.650799999999997,-82.530799999999999,"(35.650799999999997, -82.530799999999999)"
5026,07/04/2013,,United States,"Town Mountain Area, Asheville, Nc",landslide,Landslide,Downpour,,,,www.mountainx.com,http://www.mountainx.com/article/51561/City-begins-work-to-repair-landslide-damaged-roads,,Known_within_5_km,Medium,,glc,5026,United States,Asheville,4.34897,North Carolina,Buncombe County,83393,US,NA,DJdxnhdc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.625500000000002,-82.516599999999997,"(35.625500000000002, -82.516599999999997)"
5027,07/04/2013,,United States,"Beaverdam Valley Area, Asheville, Nc",landslide,Landslide,Downpour,,,,www.mountainx.com,http://www.mountainx.com/article/51561/City-begins-work-to-repair-landslide-damaged-roads,,Known_within_5_km,Medium,,glc,5027,United States,Woodfin,5.14161,North Carolina,Buncombe County,6123,US,NA,h5GzlDgQW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.642499999999998,-82.526399999999995,"(35.642499999999998, -82.526399999999995)"
8081,12/10/2015,22:12,,"US 30, milepost 39",landslide,Landslide,,,0,0,Oregon DOT,,Above_road,Exact_Location,,,glc,8081,United States,Kalama,2.91713,Oregon,obe,2344,US,NA,h5LVTgaKY8,1,Thu Jun 30 2016 19:20:08 GMT+0000 (UTC),3196521988,45.995100000000001,-122.877,"(45.995100000000001, -122.877)"
5028,07/04/2013,,United States,"Skyview Place And Sunset Drive In North, Asheville, Nc",landslide,Landslide,Downpour,,,,www.mountainx.com,http://www.mountainx.com/article/51561/City-begins-work-to-repair-landslide-damaged-roads,,Known_within_1_km,Medium,,glc,5028,United States,Asheville,1.27543,North Carolina,Buncombe County,83393,US,NA,D9N_8DmKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.605699999999999,-82.541200000000003,"(35.605699999999999, -82.541200000000003)"
5029,07/04/2013,,United States,"58 Spooks Branch Road, Asheville, Nc",landslide,Landslide,Downpour,,,,www.mountainx.com,http://www.mountainx.com/article/51561/City-begins-work-to-repair-landslide-damaged-roads,,Known_within_1_km,Medium,,glc,5029,United States,Woodfin,4.03738,North Carolina,Buncombe County,6123,US,NA,sJBw8hgc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.636899999999997,-82.537700000000001,"(35.636899999999997, -82.537700000000001)"
5030,07/04/2013,,United States,"Waterfalls Road North Of Lenoir, Nc",landslide,Landslide,Downpour,,0,,www.wsoctv.com,http://www.wsoctv.com/news/news/local/rain-causes-massive-mudslide-caldwell-co-mountains/nYdy7/,,Known_within_5_km,Medium,,glc,5030,United States,Blowing Rock,11.48809,North Carolina,Watauga County,1241,US,NA,DJu3KhdBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,36.0518,-81.601900000000001,"(36.0518, -81.601900000000001)"
5031,07/04/2013,,United States,"Highway 178, Pickens County, Sc",landslide,Landslide,Rain,,0,,www.youtube.com,http://www.youtube.com/watch?v=kxZ7qRDALi4,,Known_within_1_km,Small,,glc,5031,United States,Brevard,18.507359999999998,North Carolina,Transylvania County,7609,US,NA,sJYc8SgKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.078000000000003,-82.808000000000007,"(35.078000000000003, -82.808000000000007)"
5032,07/04/2013,,China,"Xingwen County, Sichuan",landslide,Landslide,Other,,1,1,www.youtube.com,http://www.youtube.com/watch?v=q_4QB_UfVS4&list=TLdhLjZ9R0VFmmYazr9WGIZBYBBoAQXJ8Z,,Known_within_50_km,Medium,,glc,5032,China,Zhongcheng,9.799910000000001,Sichuan,,0,CN,AS,h5FfhccQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,28.2608,105.1474,"(28.2608, 105.1474)"
5033,07/05/2013,2:30:00,United States,"Little Cottonwood Canyon, Ut",landslide,Landslide,Downpour,,0,,www.deseretnews.com,http://www.deseretnews.com/article/865582679/Little-Cottonwood-Canyon-closed-after-early-morning-landslide.html?pg=all,,Known_within_10_km,Medium,,glc,5033,United States,Granite,9.12556,Utah,Salt Lake County,1932,US,NA,sGw-99mK7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,40.5749,-111.6983,"(40.5749, -111.6983)"
5034,07/05/2013,5:00:00,China,"Gaoqiao Village, Yanjin County, Zhaotong City, Yunnan",landslide,Landslide,Downpour,,5,4,usa.chinadaily.com.cn,http://usa.chinadaily.com.cn/china/2013-07/06/content_16740781.htm,,Known_within_1_km,Medium,,glc,5034,China,Pu’er,3.8674,Yunnan,,0,CN,AS,h5XgscBKU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,28.2654,104.1313,"(28.2654, 104.1313)"
5035,07/05/2013,23:30:00,United States,"Little Cottonwood Canyon, Ut",landslide,Landslide,Downpour,,0,,www.sltrib.com,http://www.sltrib.com/sltrib/news/56559658-78/friday-slide-canyon-carrillo.html.csp,,Known_within_5_km,Medium,,glc,5035,United States,Granite,10.78115,Utah,Salt Lake County,1932,US,NA,hJAp59gQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,40.576500000000003,-111.6788,"(40.576500000000003, -111.6788)"
5036,07/05/2013,night,India,"Reasi District, Jammu And Kashmir",landslide,Landslide,Downpour,,1,2,freepresskashmir.com,http://freepresskashmir.com/landslide-kills-woman-hurts-two-children-in-jammu-kashmir-105306/,,Known_within_50_km,Medium,,glc,5036,India,Riāsi,4.45536,Kashmir,,8101,IN,AS,S5DhtfFcW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,33.0852,74.879900000000006,"(33.0852, 74.879900000000006)"
5037,07/05/2013,,China,"Shimian, Ya'An, Sichuan",landslide,Landslide,Downpour,,,,on.aol.com,http://on.aol.com/video/chinese-landslide-kills-at-least-9-517846336,,Unknown,Large,,glc,5037,China,Xinmian,0.49677,Sichuan,,0,CN,AS,DG50GQQQ4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,29.2425,102.36790000000001,"(29.2425, 102.36790000000001)"
5038,07/06/2013,15:15:00,United States,"American Fork Canyon Entrance, Ut",landslide,Landslide,Downpour,,0,,www.heraldextra.com,http://www.heraldextra.com/news/local/north/american-fork/mudslides-close-american-fork-canyon/article_bbe02f01-9c76-58e7-8d83-0e99ac604cf3.html,,Known_within_15_km,Small,,glc,5038,United States,Cedar Hills,2.64441,Utah,Utah County,9796,US,NA,sGoiGGmQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,40.433799999999998,-111.741,"(40.433799999999998, -111.741)"
5039,07/06/2013,21:30:00,China,"Bomi'S Niutagou Region, Tibet",landslide,Mudslide,Downpour,,0,,www.upi.com,http://www.upi.com/Top_News/World-News/2013/07/06/Mudslide-cuts-off-1500-people-in-Tibet/UPI-25401373125154/,,Unknown,Medium,,glc,5039,China,Zhamog,18.179040000000001,Tibet Autonomous Region,,0,CN,AS,SGDw7pmKKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,29.8901,95.572800000000001,"(29.8901, 95.572800000000001)"
5040,07/06/2013,morning,Nepal,The Mugling-Narayanghat Road Section Near Dasdhunga,landslide,Landslide,Unknown,,,,www.thehimalayantimes.com,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+blocks+Mugling-Narayanghat+road+section+&NewsID=382711&a=3,,Known_within_10_km,Medium,,glc,5040,Nepal,Bharatpur,10.73485,Central Region,Nārāyanī Zone,107157,NP,AS,s9o0ilcBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.780100000000001,84.438400000000001,"(27.780100000000001, 84.438400000000001)"
5041,07/06/2013,night,United States,"Trails At American Fork Canyon, Ut",landslide,Mudslide,Downpour,,0,,www.ksl.com,http://www.ksl.com/?sid=25909340&nid=148,,Known_within_5_km,Small,,glc,5041,United States,Highland,5.32884,Utah,Utah County,15523,US,NA,DJup59FQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,40.444499999999998,-111.70780000000001,"(40.444499999999998, -111.70780000000001)"
5042,07/06/2013,night,United States,"American Fork Canyon, Ut",landslide,Mudslide,Downpour,,0,,www.ksl.com,http://www.ksl.com/?sid=25909340&nid=148,,Known_within_15_km,Medium,,glc,5042,United States,Cedar Hills,7.08894,Utah,Utah County,9796,US,NA,S51-GGgQW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,40.4467,-111.6867,"(40.4467, -111.6867)"
5043,07/06/2013,,India,"Jogindernagar, Himachal Pradesh",landslide,Landslide,Downpour,,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,,Known_within_1_km,Small,,glc,5043,India,Jogindarnagar,0.40026,Himachal Pradesh,,5233,IN,AS,h5XjFfFKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.990600000000001,76.790700000000001,"(31.990600000000001, 76.790700000000001)"
5044,07/06/2013,,India,"Rohru-Shimla Road At Dochi, Himachal Pradesh",landslide,Landslide,Downpour,,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,,Known_within_50_km,Medium,,glc,5044,India,Rohru,5.11036,Himachal Pradesh,,8160,IN,AS,S53OtkBB7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.162800000000001,77.724100000000007,"(31.162800000000001, 77.724100000000007)"
5045,07/06/2013,,New Zealand,"Sh8 Between Cromwell And Alexandra, Near Brewery Creek",landslide,Landslide,Downpour,,0,,livenews.co.nz,http://livenews.co.nz/2013/09/02/july-2013-landslides/,,Known_within_25_km,Small,,glc,5045,New Zealand,Arrowtown,41.629449999999999,Otago,Queenstown-Lakes District,2151,NZ,OC,hGO7lBBKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,-45.099299999999999,169.28700000000001,"(-45.099299999999999, 169.28700000000001)"
5046,07/06/2013,,United States,"Maple Place, Ilion, Ny",landslide,Mudslide,Rain,,0,,www.wktv.com,http://www.wktv.com/news/local/Ilion-residents-lose-part-of-their-yards-to-a-mudslide-214524081.html,,Known_within_1_km,Small,,glc,5046,United States,Ilion,0.85072,New York,Herkimer County,8053,US,NA,D5Zw1tgBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,43.009099999999997,-75.028899999999993,"(43.009099999999997, -75.028899999999993)"
5047,07/07/2013,3:00:00,India,"Mandi-Pathankot Highway At Paddar, Himachal Pradesh",landslide,Landslide,Downpour,,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,,Known_within_1_km,Medium,,glc,5047,India,Jogindarnagar,16.945049999999998,Himachal Pradesh,,5233,IN,AS,D5uzgTdB4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.8795,76.9161,"(31.8795, 76.9161)"
5048,07/07/2013,morning,United States,"Kentucky 1110 In Breathitt County, Ky",landslide,Mudslide,Continuous_rain,,0,,www.wkyt.com,http://www.wkyt.com/news/headlines/Mudslide-closes-state-highway-214561001.html?ref=001,,Known_within_5_km,Small,,glc,5048,United States,Jackson,7.39282,Kentucky,Breathitt County,2231,US,NA,sJV9lSgB7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,37.489199999999997,-83.360100000000003,"(37.489199999999997, -83.360100000000003)"
5049,07/07/2013,,India,"Mandi-Janjheli Road At Odidhar Thunag, Himachal Pradesh",landslide,Landslide,Downpour,,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,,Known_within_5_km,Medium,,glc,5049,India,Pāndoh,16.305620000000001,Himachal Pradesh,,4351,IN,AS,S54qhncB4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.5596,77.167900000000003,"(31.5596, 77.167900000000003)"
5050,07/07/2013,,India,"Mandi-Shimla Highway In Mandi, Himachal Pradesh",landslide,Mudslide,Rain,,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,,Unknown,Medium,,glc,5050,India,Mandi,0.96241,Himachal Pradesh,,28217,IN,AS,DGsEFydBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.702999999999999,76.936000000000007,"(31.702999999999999, 76.936000000000007)"
5051,07/07/2013,,India,"Mandi-Kullu Highway In Mandi, Himachal Pradesh",landslide,Landslide,Downpour,,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,,Known_within_50_km,Medium,,glc,5051,India,Mandi,4.05872,Himachal Pradesh,,28217,IN,AS,S5xWmTFQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.701699999999999,76.972999999999999,"(31.701699999999999, 76.972999999999999)"
5052,07/07/2013,,India,"A Nullah Near The Government Hospital In Mandi, Himachal Pradesh",landslide,Landslide,Downpour,,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,,Known_within_1_km,Medium,,glc,5052,India,Mandi,0.23929,Himachal Pradesh,,28217,IN,AS,h9xxmqdcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.709299999999999,76.929699999999997,"(31.709299999999999, 76.929699999999997)"
5053,07/07/2013,,India,"Mandi-Pathankot Highway At Gumma In Mandi, Himachal Pradesh",landslide,Landslide,Downpour,,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,,Known_within_1_km,Medium,,glc,5053,India,Jogindarnagar,6.36465,Himachal Pradesh,,5233,IN,AS,SG9agfmBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.967099999999999,76.852099999999993,"(31.967099999999999, 76.852099999999993)"
